,Hero,Role,Pick_rate,Win_rate,Tie_Rate,On_fire,Platform,Rank,Date
394,D.Va,TANK,3.16,50.27,1.96,9.58,PSN,Platinum,2020-05-24 12:05:02.950351
395,Soldier: 76,DAMAGE,2.96,48.82,1.98,11.17,PSN,Platinum,2020-05-24 12:05:02.950351
396,Junkrat,DAMAGE,2.68,53.8,3.07,12.56,PSN,Platinum,2020-05-24 12:05:02.950351
397,Wrecking Ball,TANK,2.34,50.25,1.74,3.68,PSN,Platinum,2020-05-24 12:05:02.950351
398,Genji,DAMAGE,2.23,49.05,1.75,10.9,PSN,Platinum,2020-05-24 12:05:02.950351
399,Reaper,DAMAGE,2.11,50.84,1.61,14.68,PSN,Platinum,2020-05-24 12:05:02.950351
400,Echo,DAMAGE,2.1,49.3,2.33,8.77,PSN,Platinum,2020-05-24 12:05:02.950351
401,Pharah,DAMAGE,1.99,52.23,2.36,18.04,PSN,Platinum,2020-05-24 12:05:02.950351
402,Orisa,TANK,1.89,51.55,1.71,8.49,PSN,Platinum,2020-05-24 12:05:02.950351
403,Baptiste,SUPPORT,1.67,46.16,3.12,12.47,PSN,Platinum,2020-05-24 12:05:02.950351
404,Brigitte,SUPPORT,1.63,56.86,1.69,8.68,PSN,Platinum,2020-05-24 12:05:02.950351
405,Tracer,DAMAGE,1.57,48.78,1.09,8.98,PSN,Platinum,2020-05-24 12:05:02.950351
406,Zenyatta,SUPPORT,1.33,52.09,1.81,9.86,PSN,Platinum,2020-05-24 12:05:02.950351
407,Doomfist,DAMAGE,1.29,52.36,1.75,7.79,PSN,Platinum,2020-05-24 12:05:02.950351
408,Winston,TANK,1.22,48.32,1.43,6.42,PSN,Platinum,2020-05-24 12:05:02.950351
409,Torbjörn,DAMAGE,1.1,57.76,3.0,8.75,PSN,Platinum,2020-05-24 12:05:02.950351
410,Hanzo,DAMAGE,1.06,47.74,1.91,11.44,PSN,Platinum,2020-05-24 12:05:02.950351
411,Widowmaker,DAMAGE,0.89,48.38,1.46,7.75,PSN,Platinum,2020-05-24 12:05:02.950351
412,Sombra,DAMAGE,0.76,46.33,1.79,14.95,PSN,Platinum,2020-05-24 12:05:02.950351
413,Mei,DAMAGE,0.67,47.56,2.75,7.5,PSN,Platinum,2020-05-24 12:05:02.950351
414,Symmetra,DAMAGE,0.65,58.36,2.92,10.32,PSN,Platinum,2020-05-24 12:05:02.950351
415,Bastion,DAMAGE,0.28,55.76,2.05,16.83,PSN,Platinum,2020-05-24 12:05:02.950351
416,Reinhardt,TANK,12.25,53.37,2.62,7.62,PSN,Diamond,2020-05-24 12:05:46.713518
417,Mercy,SUPPORT,8.96,53.63,2.25,2.63,PSN,Diamond,2020-05-24 12:05:46.713518
418,Moira,SUPPORT,8.33,52.16,2.28,10.59,PSN,Diamond,2020-05-24 12:05:46.713518
419,Zarya,TANK,6.54,55.08,2.84,14.73,PSN,Diamond,2020-05-24 12:05:46.713518
420,Ana,SUPPORT,6.21,51.32,2.12,9.82,PSN,Diamond,2020-05-24 12:05:46.713518
421,Ashe,DAMAGE,6.08,54.54,2.46,13.42,PSN,Diamond,2020-05-24 12:05:46.713518
422,LÃºcio,SUPPORT,5.75,55.59,2.12,13.8,PSN,Diamond,2020-05-24 12:05:46.713518
423,Roadhog,TANK,5.26,53.11,1.76,12.36,PSN,Diamond,2020-05-24 12:05:46.713518
424,McCree,DAMAGE,4.22,49.19,1.66,10.25,PSN,Diamond,2020-05-24 12:05:46.713518
425,Sigma,TANK,3.27,51.63,2.25,14.26,PSN,Diamond,2020-05-24 12:05:46.713518
426,Soldier: 76,DAMAGE,2.74,53.27,2.22,11.89,PSN,Diamond,2020-05-24 12:05:46.713518
427,Wrecking Ball,TANK,2.72,52.67,1.48,3.91,PSN,Diamond,2020-05-24 12:05:46.713518
428,D.Va,TANK,2.39,53.2,2.19,9.75,PSN,Diamond,2020-05-24 12:05:46.713518
429,Pharah,DAMAGE,2.14,55.35,2.09,18.78,PSN,Diamond,2020-05-24 12:05:46.713518
430,Orisa,TANK,2.1,53.91,1.67,9.1,PSN,Diamond,2020-05-24 12:05:46.713518
431,Echo,DAMAGE,2.06,51.6,1.96,9.25,PSN,Diamond,2020-05-24 12:05:46.713518
432,Genji,DAMAGE,1.96,48.77,1.67,11.79,PSN,Diamond,2020-05-24 12:05:46.713518
433,Brigitte,SUPPORT,1.8,59.12,1.31,8.11,PSN,Diamond,2020-05-24 12:05:46.713518
434,Junkrat,DAMAGE,1.74,56.6,2.46,11.98,PSN,Diamond,2020-05-24 12:05:46.713518
435,Tracer,DAMAGE,1.58,52.58,1.21,9.72,PSN,Diamond,2020-05-24 12:05:46.713518
436,Reaper,DAMAGE,1.45,53.3,1.85,14.63,PSN,Diamond,2020-05-24 12:05:46.713518
437,Baptiste,SUPPORT,1.44,50.34,2.54,12.4,PSN,Diamond,2020-05-24 12:05:46.713518
438,Doomfist,DAMAGE,1.28,53.28,1.85,7.52,PSN,Diamond,2020-05-24 12:05:46.713518
439,Widowmaker,DAMAGE,1.16,49.75,1.27,7.48,PSN,Diamond,2020-05-24 12:05:46.713518
440,Winston,TANK,1.08,46.77,1.01,6.55,PSN,Diamond,2020-05-24 12:05:46.713518
441,Hanzo,DAMAGE,1.06,47.51,2.34,11.57,PSN,Diamond,2020-05-24 12:05:46.713518
442,Torbjörn,DAMAGE,1.06,56.21,2.34,8.1,PSN,Diamond,2020-05-24 12:05:46.713518
443,Zenyatta,SUPPORT,0.98,56.59,1.63,9.43,PSN,Diamond,2020-05-24 12:05:46.713518
444,Sombra,DAMAGE,0.97,50.57,1.85,15.54,PSN,Diamond,2020-05-24 12:05:46.713518
445,Symmetra,DAMAGE,0.65,55.76,2.54,9.63,PSN,Diamond,2020-05-24 12:05:46.713518
446,Mei,DAMAGE,0.53,47.29,1.46,6.73,PSN,Diamond,2020-05-24 12:05:46.713518
447,Bastion,DAMAGE,0.24,62.26,2.16,16.65,PSN,Diamond,2020-05-24 12:05:46.713518
448,Mercy,SUPPORT,11.8,52.47,1.96,2.4,PSN,Master,2020-05-24 12:06:30.358416
449,Reinhardt,TANK,11.51,54.91,2.29,6.42,PSN,Master,2020-05-24 12:06:30.358416
450,Moira,SUPPORT,8.37,51.95,1.98,9.27,PSN,Master,2020-05-24 12:06:30.358416
451,Ashe,DAMAGE,6.95,53.51,2.36,14.77,PSN,Master,2020-05-24 12:06:30.358416
452,Zarya,TANK,5.62,53.78,2.15,14.76,PSN,Master,2020-05-24 12:06:30.358416
453,Ana,SUPPORT,5.35,50.53,1.61,8.75,PSN,Master,2020-05-24 12:06:30.358416
454,Roadhog,TANK,5.29,53.36,1.51,10.66,PSN,Master,2020-05-24 12:06:30.358416
455,LÃºcio,SUPPORT,5.08,53.1,1.93,12.34,PSN,Master,2020-05-24 12:06:30.358416
456,McCree,DAMAGE,4.28,52.66,1.29,10.24,PSN,Master,2020-05-24 12:06:30.358416
457,Orisa,TANK,3.66,52.9,1.62,7.83,PSN,Master,2020-05-24 12:06:30.358416
458,Sigma,TANK,3.65,54.83,1.74,13.43,PSN,Master,2020-05-24 12:06:30.358416
459,Wrecking Ball,TANK,3.07,51.35,1.27,3.4,PSN,Master,2020-05-24 12:06:30.358416
460,Soldier: 76,DAMAGE,2.51,52.24,1.79,11.24,PSN,Master,2020-05-24 12:06:30.358416
461,Pharah,DAMAGE,2.45,54.83,1.26,16.75,PSN,Master,2020-05-24 12:06:30.358416
462,Brigitte,SUPPORT,2.13,55.53,2.69,5.67,PSN,Master,2020-05-24 12:06:30.358416
463,D.Va,TANK,1.75,50.06,1.29,7.53,PSN,Master,2020-05-24 12:06:30.358416
464,Tracer,DAMAGE,1.68,50.86,1.22,8.88,PSN,Master,2020-05-24 12:06:30.358416
465,Echo,DAMAGE,1.55,51.74,1.32,8.74,PSN,Master,2020-05-24 12:06:30.358416
466,Widowmaker,DAMAGE,1.46,49.93,1.26,8.29,PSN,Master,2020-05-24 12:06:30.358416
467,Sombra,DAMAGE,1.33,51.88,1.39,13.31,PSN,Master,2020-05-24 12:06:30.358416
468,Genji,DAMAGE,1.25,48.16,2.13,11.05,PSN,Master,2020-05-24 12:06:30.358416
469,Baptiste,SUPPORT,1.16,49.46,1.41,10.89,PSN,Master,2020-05-24 12:06:30.358416
470,Junkrat,DAMAGE,1.12,57.66,3.29,10.36,PSN,Master,2020-05-24 12:06:30.358416
471,Torbjörn,DAMAGE,0.98,53.94,2.29,7.55,PSN,Master,2020-05-24 12:06:30.358416
472,Winston,TANK,0.96,48.7,1.91,4.83,PSN,Master,2020-05-24 12:06:30.358416
473,Hanzo,DAMAGE,0.93,46.5,2.21,10.38,PSN,Master,2020-05-24 12:06:30.358416
474,Doomfist,DAMAGE,0.88,51.42,1.4,6.72,PSN,Master,2020-05-24 12:06:30.358416
475,Reaper,DAMAGE,0.83,54.09,0.74,12.57,PSN,Master,2020-05-24 12:06:30.358416
476,Zenyatta,SUPPORT,0.73,53.39,1.12,6.62,PSN,Master,2020-05-24 12:06:30.358416
477,Mei,DAMAGE,0.68,47.24,2.1,5.71,PSN,Master,2020-05-24 12:06:30.358416
478,Symmetra,DAMAGE,0.59,58.63,3.47,7.35,PSN,Master,2020-05-24 12:06:30.358416
479,Bastion,DAMAGE,0.38,52.22,2.7,15.4,PSN,Master,2020-05-24 12:06:30.358416
480,Mercy,SUPPORT,15.23,55.6,2.11,2.45,PSN,Grandmaster,2020-05-24 12:07:13.975214
481,Reinhardt,TANK,8.35,55.61,1.73,6.26,PSN,Grandmaster,2020-05-24 12:07:13.975214
482,Moira,SUPPORT,6.86,52.46,1.72,9.08,PSN,Grandmaster,2020-05-24 12:07:13.975214
483,Ashe,DAMAGE,6.7,55.43,1.44,16.11,PSN,Grandmaster,2020-05-24 12:07:13.975214
484,Roadhog,TANK,6.48,53.19,1.57,10.27,PSN,Grandmaster,2020-05-24 12:07:13.975214
485,LÃºcio,SUPPORT,4.96,55.18,1.08,13.44,PSN,Grandmaster,2020-05-24 12:07:13.975214
486,Wrecking Ball,TANK,4.66,56.22,2.07,3.94,PSN,Grandmaster,2020-05-24 12:07:13.975214
487,McCree,DAMAGE,4.63,52.8,0.81,11.57,PSN,Grandmaster,2020-05-24 12:07:13.975214
488,Brigitte,SUPPORT,4.39,56.77,1.1,6.26,PSN,Grandmaster,2020-05-24 12:07:13.975214
489,Orisa,TANK,4.16,56.68,1.67,8.5,PSN,Grandmaster,2020-05-24 12:07:13.975214
490,Zarya,TANK,4.14,56.3,1.55,15.34,PSN,Grandmaster,2020-05-24 12:07:13.975214
491,Ana,SUPPORT,4.08,53.21,1.84,8.38,PSN,Grandmaster,2020-05-24 12:07:13.975214
492,Sigma,TANK,3.88,53.51,1.79,12.55,PSN,Grandmaster,2020-05-24 12:07:13.975214
493,D.Va,TANK,2.27,54.98,0.71,8.23,PSN,Grandmaster,2020-05-24 12:07:13.975214
494,Tracer,DAMAGE,2.22,55.69,0.48,9.86,PSN,Grandmaster,2020-05-24 12:07:13.975214
495,Pharah,DAMAGE,2.09,52.74,1.79,16.65,PSN,Grandmaster,2020-05-24 12:07:13.975214
496,Widowmaker,DAMAGE,1.97,56.28,0.81,9.84,PSN,Grandmaster,2020-05-24 12:07:13.975214
497,Soldier: 76,DAMAGE,1.87,55.2,0.86,11.57,PSN,Grandmaster,2020-05-24 12:07:13.975214
498,Torbjörn,DAMAGE,1.47,58.52,1.82,6.31,PSN,Grandmaster,2020-05-24 12:07:13.975214
499,Echo,DAMAGE,1.38,57.6,3.1,9.59,PSN,Grandmaster,2020-05-24 12:07:13.975214
500,Hanzo,DAMAGE,1.31,47.92,2.04,12.47,PSN,Grandmaster,2020-05-24 12:07:13.975214
501,Junkrat,DAMAGE,0.97,56.98,1.65,9.31,PSN,Grandmaster,2020-05-24 12:07:13.975214
502,Doomfist,DAMAGE,0.94,54.97,2.29,8.26,PSN,Grandmaster,2020-05-24 12:07:13.975214
503,Winston,TANK,0.84,48.72,0.64,5.18,PSN,Grandmaster,2020-05-24 12:07:13.975214
504,Baptiste,SUPPORT,0.71,49.62,0.76,12.21,PSN,Grandmaster,2020-05-24 12:07:13.975214
505,Zenyatta,SUPPORT,0.66,43.09,0.0,5.54,PSN,Grandmaster,2020-05-24 12:07:13.975214
506,Bastion,DAMAGE,0.6,49.11,0.88,12.71,PSN,Grandmaster,2020-05-24 12:07:13.975214
507,Reaper,DAMAGE,0.6,57.14,0.0,11.94,PSN,Grandmaster,2020-05-24 12:07:13.975214
508,Mei,DAMAGE,0.43,46.84,1.25,5.74,PSN,Grandmaster,2020-05-24 12:07:13.975214
509,Sombra,DAMAGE,0.42,41.77,0.0,11.15,PSN,Grandmaster,2020-05-24 12:07:13.975214
510,Genji,DAMAGE,0.41,59.21,1.3,12.84,PSN,Grandmaster,2020-05-24 12:07:13.975214
511,Symmetra,DAMAGE,0.32,48.33,0.0,10.24,PSN,Grandmaster,2020-05-24 12:07:13.975214
512,Reinhardt,TANK,11.68,51.61,2.6,7.14,XBox,All,2020-05-24 12:08:38.119908
513,Moira,SUPPORT,9.55,50.02,2.54,10.13,XBox,All,2020-05-24 12:08:38.119908
514,Mercy,SUPPORT,7.21,50.66,2.64,2.35,XBox,All,2020-05-24 12:08:38.119908
515,LÃºcio,SUPPORT,6.73,53.08,2.23,12.93,XBox,All,2020-05-24 12:08:38.119908
516,Ana,SUPPORT,6.39,48.89,2.23,9.06,XBox,All,2020-05-24 12:08:38.119908
517,Zarya,TANK,6.06,52.15,2.55,13.33,XBox,All,2020-05-24 12:08:38.119908
518,Ashe,DAMAGE,4.51,53.34,2.23,10.85,XBox,All,2020-05-24 12:08:38.119908
519,Roadhog,TANK,4.06,49.41,1.88,10.8,XBox,All,2020-05-24 12:08:38.119908
520,McCree,DAMAGE,3.59,48.31,1.55,9.31,XBox,All,2020-05-24 12:08:38.119908
521,Sigma,TANK,3.55,51.18,2.46,13.74,XBox,All,2020-05-24 12:08:38.119908
522,Junkrat,DAMAGE,3.07,53.05,3.04,12.52,XBox,All,2020-05-24 12:08:38.119908
523,D.Va,TANK,2.98,49.39,2.1,8.45,XBox,All,2020-05-24 12:08:38.119908
524,Soldier: 76,DAMAGE,2.66,49.4,1.87,10.98,XBox,All,2020-05-24 12:08:38.119908
525,Wrecking Ball,TANK,2.39,50.34,1.82,3.4,XBox,All,2020-05-24 12:08:38.119908
526,Echo,DAMAGE,2.34,49.27,2.04,8.0,XBox,All,2020-05-24 12:08:38.119908
527,Reaper,DAMAGE,2.26,51.01,1.75,14.53,XBox,All,2020-05-24 12:08:38.119908
528,Orisa,TANK,2.23,51.08,2.4,7.9,XBox,All,2020-05-24 12:08:38.119908
529,Brigitte,SUPPORT,2.12,56.07,1.55,8.18,XBox,All,2020-05-24 12:08:38.119908
530,Baptiste,SUPPORT,1.88,47.4,2.7,12.14,XBox,All,2020-05-24 12:08:38.119908
531,Genji,DAMAGE,1.81,48.11,2.13,10.16,XBox,All,2020-05-24 12:08:38.119908
532,Tracer,DAMAGE,1.5,48.28,1.41,8.78,XBox,All,2020-05-24 12:08:38.119908
533,Torbjörn,DAMAGE,1.47,57.9,2.48,8.48,XBox,All,2020-05-24 12:08:38.119908
534,Zenyatta,SUPPORT,1.37,52.72,1.97,9.43,XBox,All,2020-05-24 12:08:38.119908
535,Winston,TANK,1.25,48.74,1.76,5.86,XBox,All,2020-05-24 12:08:38.119908
536,Doomfist,DAMAGE,1.25,51.65,1.77,7.11,XBox,All,2020-05-24 12:08:38.119908
537,Pharah,DAMAGE,1.2,52.18,2.1,14.02,XBox,All,2020-05-24 12:08:38.119908
538,Hanzo,DAMAGE,1.05,46.93,2.09,10.87,XBox,All,2020-05-24 12:08:38.119908
539,Widowmaker,DAMAGE,0.99,50.19,1.45,7.44,XBox,All,2020-05-24 12:08:38.119908
540,Mei,DAMAGE,0.84,49.06,1.91,7.65,XBox,All,2020-05-24 12:08:38.119908
541,Symmetra,DAMAGE,0.81,57.66,3.01,9.29,XBox,All,2020-05-24 12:08:38.119908
542,Sombra,DAMAGE,0.7,46.7,1.81,13.39,XBox,All,2020-05-24 12:08:38.119908
543,Bastion,DAMAGE,0.51,53.44,2.05,16.42,XBox,All,2020-05-24 12:08:38.119908
544,Moira,SUPPORT,9.61,47.31,2.37,9.47,XBox,Bronze,2020-05-24 12:09:22.500610
545,Mercy,SUPPORT,8.07,45.23,1.64,1.66,XBox,Bronze,2020-05-24 12:09:22.500610
546,Reinhardt,TANK,6.66,47.77,3.06,6.15,XBox,Bronze,2020-05-24 12:09:22.500610
547,LÃºcio,SUPPORT,6.46,50.38,2.97,11.9,XBox,Bronze,2020-05-24 12:09:22.500610
548,D.Va,TANK,6.42,42.99,1.31,6.88,XBox,Bronze,2020-05-24 12:09:22.500610
549,Orisa,TANK,5.84,47.26,2.67,5.82,XBox,Bronze,2020-05-24 12:09:22.500610
550,Soldier: 76,DAMAGE,3.94,45.68,1.22,10.39,XBox,Bronze,2020-05-24 12:09:22.500610
551,Junkrat,DAMAGE,3.67,44.63,2.61,11.05,XBox,Bronze,2020-05-24 12:09:22.500610
552,Ashe,DAMAGE,3.48,47.69,3.1,7.55,XBox,Bronze,2020-05-24 12:09:22.500610
553,Zarya,TANK,3.44,42.76,1.39,9.46,XBox,Bronze,2020-05-24 12:09:22.500610
554,Sigma,TANK,3.42,46.59,2.11,10.59,XBox,Bronze,2020-05-24 12:09:22.500610
555,Ana,SUPPORT,3.12,40.78,1.92,6.81,XBox,Bronze,2020-05-24 12:09:22.500610
556,Roadhog,TANK,3.02,45.49,3.17,9.76,XBox,Bronze,2020-05-24 12:09:22.500610
557,Brigitte,SUPPORT,2.88,45.06,2.92,8.19,XBox,Bronze,2020-05-24 12:09:22.500610
558,Reaper,DAMAGE,2.57,46.41,2.34,13.21,XBox,Bronze,2020-05-24 12:09:22.500610
559,Baptiste,SUPPORT,2.45,44.0,1.96,7.91,XBox,Bronze,2020-05-24 12:09:22.500610
560,Torbjörn,DAMAGE,2.38,55.9,1.52,11.02,XBox,Bronze,2020-05-24 12:09:22.500610
561,Echo,DAMAGE,2.29,41.8,1.05,9.31,XBox,Bronze,2020-05-24 12:09:22.500610
562,Wrecking Ball,TANK,2.28,44.62,2.11,2.91,XBox,Bronze,2020-05-24 12:09:22.500610
563,Zenyatta,SUPPORT,1.94,47.77,3.09,12.49,XBox,Bronze,2020-05-24 12:09:22.500610
564,Sombra,DAMAGE,1.85,35.53,1.3,9.17,XBox,Bronze,2020-05-24 12:09:22.500610
565,Winston,TANK,1.72,43.97,1.4,4.35,XBox,Bronze,2020-05-24 12:09:22.500610
566,McCree,DAMAGE,1.72,48.55,3.5,8.6,XBox,Bronze,2020-05-24 12:09:22.500610
567,Symmetra,DAMAGE,1.7,54.68,2.11,8.05,XBox,Bronze,2020-05-24 12:09:22.500610
568,Tracer,DAMAGE,1.48,42.5,2.44,7.37,XBox,Bronze,2020-05-24 12:09:22.500610
569,Genji,DAMAGE,1.45,43.97,4.13,10.23,XBox,Bronze,2020-05-24 12:09:22.500610
570,Pharah,DAMAGE,1.43,44.92,0.84,6.75,XBox,Bronze,2020-05-24 12:09:22.500610
571,Bastion,DAMAGE,1.38,56.14,0.87,16.33,XBox,Bronze,2020-05-24 12:09:22.500610
572,Hanzo,DAMAGE,1.37,45.45,3.51,11.4,XBox,Bronze,2020-05-24 12:09:22.500610
573,Mei,DAMAGE,0.9,44.0,0.0,9.85,XBox,Bronze,2020-05-24 12:09:22.500610
574,Widowmaker,DAMAGE,0.62,44.23,0.0,5.11,XBox,Bronze,2020-05-24 12:09:22.500610
575,Doomfist,DAMAGE,0.43,36.11,0.0,6.01,XBox,Bronze,2020-05-24 12:09:22.500610
576,Moira,SUPPORT,10.51,47.96,2.25,9.19,XBox,Silver,2020-05-24 12:10:05.942616
577,Reinhardt,TANK,8.8,49.67,2.39,6.33,XBox,Silver,2020-05-24 12:10:05.942616
578,LÃºcio,SUPPORT,7.78,51.02,2.27,11.86,XBox,Silver,2020-05-24 12:10:05.942616
579,Mercy,SUPPORT,7.41,48.81,2.5,1.65,XBox,Silver,2020-05-24 12:10:05.942616
580,D.Va,TANK,6.12,46.69,2.27,7.61,XBox,Silver,2020-05-24 12:10:05.942616
581,Zarya,TANK,4.55,47.29,2.23,9.63,XBox,Silver,2020-05-24 12:10:05.942616
582,Junkrat,DAMAGE,4.46,51.07,2.82,12.53,XBox,Silver,2020-05-24 12:10:05.942616
583,Ana,SUPPORT,4.08,45.44,2.06,7.25,XBox,Silver,2020-05-24 12:10:05.942616
584,Orisa,TANK,4.0,51.48,3.09,6.86,XBox,Silver,2020-05-24 12:10:05.942616
585,Sigma,TANK,3.61,49.53,3.0,11.44,XBox,Silver,2020-05-24 12:10:05.942616
586,Soldier: 76,DAMAGE,3.43,47.14,1.99,11.26,XBox,Silver,2020-05-24 12:10:05.942616
587,Roadhog,TANK,3.43,45.82,1.54,8.98,XBox,Silver,2020-05-24 12:10:05.942616
588,Ashe,DAMAGE,3.36,50.4,2.04,8.19,XBox,Silver,2020-05-24 12:10:05.942616
589,Reaper,DAMAGE,2.7,48.21,1.72,15.02,XBox,Silver,2020-05-24 12:10:05.942616
590,McCree,DAMAGE,2.35,47.08,1.69,8.13,XBox,Silver,2020-05-24 12:10:05.942616
591,Echo,DAMAGE,2.28,47.23,2.23,7.28,XBox,Silver,2020-05-24 12:10:05.942616
592,Wrecking Ball,TANK,2.17,45.38,1.83,2.66,XBox,Silver,2020-05-24 12:10:05.942616
593,Brigitte,SUPPORT,2.13,55.31,1.55,8.0,XBox,Silver,2020-05-24 12:10:05.942616
594,Baptiste,SUPPORT,1.81,48.32,2.19,10.24,XBox,Silver,2020-05-24 12:10:05.942616
595,Torbjörn,DAMAGE,1.61,57.16,2.33,9.0,XBox,Silver,2020-05-24 12:10:05.942616
596,Zenyatta,SUPPORT,1.56,51.52,2.4,9.61,XBox,Silver,2020-05-24 12:10:05.942616
597,Winston,TANK,1.52,49.25,2.9,4.94,XBox,Silver,2020-05-24 12:10:05.942616
598,Tracer,DAMAGE,1.5,45.6,1.18,7.47,XBox,Silver,2020-05-24 12:10:05.942616
599,Pharah,DAMAGE,1.44,50.55,2.15,10.21,XBox,Silver,2020-05-24 12:10:05.942616
600,Genji,DAMAGE,1.31,47.17,1.85,7.5,XBox,Silver,2020-05-24 12:10:05.942616
601,Mei,DAMAGE,1.17,49.81,0.76,8.64,XBox,Silver,2020-05-24 12:10:05.942616
602,Hanzo,DAMAGE,1.02,49.0,1.96,10.36,XBox,Silver,2020-05-24 12:10:05.942616
603,Bastion,DAMAGE,0.91,49.75,1.95,15.83,XBox,Silver,2020-05-24 12:10:05.942616
604,Symmetra,DAMAGE,0.86,59.04,3.34,8.34,XBox,Silver,2020-05-24 12:10:05.942616
605,Doomfist,DAMAGE,0.86,48.05,0.77,5.96,XBox,Silver,2020-05-24 12:10:05.942616
606,Widowmaker,DAMAGE,0.67,46.67,1.32,5.53,XBox,Silver,2020-05-24 12:10:05.942616
607,Sombra,DAMAGE,0.61,40.15,1.44,9.89,XBox,Silver,2020-05-24 12:10:05.942616
608,Reinhardt,TANK,10.82,50.65,2.72,6.79,XBox,Gold,2020-05-24 12:10:48.660830
609,Moira,SUPPORT,9.85,48.68,2.53,9.85,XBox,Gold,2020-05-24 12:10:48.660830
610,Mercy,SUPPORT,7.1,49.45,2.76,1.97,XBox,Gold,2020-05-24 12:10:48.660830
611,LÃºcio,SUPPORT,6.94,53.1,2.21,12.61,XBox,Gold,2020-05-24 12:10:48.660830
612,Zarya,TANK,5.71,51.08,2.53,11.63,XBox,Gold,2020-05-24 12:10:48.660830
613,Ana,SUPPORT,5.69,46.18,2.24,8.56,XBox,Gold,2020-05-24 12:10:48.660830
614,D.Va,TANK,3.97,49.43,2.29,8.79,XBox,Gold,2020-05-24 12:10:48.660830
615,Junkrat,DAMAGE,3.91,52.33,3.03,12.7,XBox,Gold,2020-05-24 12:10:48.660830
616,Ashe,DAMAGE,3.87,50.72,1.88,9.55,XBox,Gold,2020-05-24 12:10:48.660830
617,Sigma,TANK,3.75,50.56,2.13,12.53,XBox,Gold,2020-05-24 12:10:48.660830
618,Roadhog,TANK,3.4,47.2,1.67,8.99,XBox,Gold,2020-05-24 12:10:48.660830
619,Orisa,TANK,2.88,50.89,2.68,7.74,XBox,Gold,2020-05-24 12:10:48.660830
620,McCree,DAMAGE,2.79,47.1,1.72,8.67,XBox,Gold,2020-05-24 12:10:48.660830
621,Soldier: 76,DAMAGE,2.74,48.23,1.7,11.0,XBox,Gold,2020-05-24 12:10:48.660830
622,Echo,DAMAGE,2.54,48.01,2.05,7.65,XBox,Gold,2020-05-24 12:10:48.660830
623,Reaper,DAMAGE,2.52,49.71,1.81,14.86,XBox,Gold,2020-05-24 12:10:48.660830
624,Wrecking Ball,TANK,2.18,49.22,2.16,2.9,XBox,Gold,2020-05-24 12:10:48.660830
625,Brigitte,SUPPORT,2.12,55.07,1.4,8.39,XBox,Gold,2020-05-24 12:10:48.660830
626,Baptiste,SUPPORT,1.94,45.83,2.75,11.58,XBox,Gold,2020-05-24 12:10:48.660830
627,Genji,DAMAGE,1.91,47.57,2.0,10.39,XBox,Gold,2020-05-24 12:10:48.660830
628,Zenyatta,SUPPORT,1.65,50.02,1.89,9.53,XBox,Gold,2020-05-24 12:10:48.660830
629,Winston,TANK,1.58,49.38,1.58,5.64,XBox,Gold,2020-05-24 12:10:48.660830
630,Torbjörn,DAMAGE,1.47,56.98,2.46,8.96,XBox,Gold,2020-05-24 12:10:48.660830
631,Pharah,DAMAGE,1.41,52.27,2.07,13.08,XBox,Gold,2020-05-24 12:10:48.660830
632,Tracer,DAMAGE,1.4,47.0,1.39,9.59,XBox,Gold,2020-05-24 12:10:48.660830
633,Doomfist,DAMAGE,1.2,49.29,1.74,7.11,XBox,Gold,2020-05-24 12:10:48.660830
634,Symmetra,DAMAGE,0.98,57.31,3.1,9.83,XBox,Gold,2020-05-24 12:10:48.660830
635,Mei,DAMAGE,0.91,48.13,2.13,8.01,XBox,Gold,2020-05-24 12:10:48.660830
636,Hanzo,DAMAGE,0.89,45.88,2.27,10.77,XBox,Gold,2020-05-24 12:10:48.660830
637,Widowmaker,DAMAGE,0.66,46.29,1.26,5.56,XBox,Gold,2020-05-24 12:10:48.660830
638,Bastion,DAMAGE,0.64,53.72,2.8,19.06,XBox,Gold,2020-05-24 12:10:48.660830
639,Sombra,DAMAGE,0.57,44.5,1.21,12.73,XBox,Gold,2020-05-24 12:10:48.660830
640,Reinhardt,TANK,11.74,51.34,2.71,7.55,XBox,Platinum,2020-05-24 12:11:31.109595
641,Moira,SUPPORT,9.97,50.36,2.69,10.49,XBox,Platinum,2020-05-24 12:11:31.109595
642,Ana,SUPPORT,7.16,48.66,2.48,9.31,XBox,Platinum,2020-05-24 12:11:31.109595
643,Mercy,SUPPORT,7.11,50.46,2.73,2.56,XBox,Platinum,2020-05-24 12:11:31.109595
644,LÃºcio,SUPPORT,6.63,52.84,2.35,13.42,XBox,Platinum,2020-05-24 12:11:31.109595
645,Zarya,TANK,6.11,51.5,2.7,13.66,XBox,Platinum,2020-05-24 12:11:31.109595
646,Ashe,DAMAGE,4.75,53.99,2.3,10.98,XBox,Platinum,2020-05-24 12:11:31.109595
647,Roadhog,TANK,4.06,49.1,2.18,11.6,XBox,Platinum,2020-05-24 12:11:31.109595
648,McCree,DAMAGE,3.68,47.52,1.49,9.34,XBox,Platinum,2020-05-24 12:11:31.109595
649,Sigma,TANK,3.44,51.18,2.62,14.55,XBox,Platinum,2020-05-24 12:11:31.109595
650,Junkrat,DAMAGE,2.98,53.42,3.3,12.67,XBox,Platinum,2020-05-24 12:11:31.109595
